title,url,publishedAt
13 Cool Things We Noticed in the Captain America: Brave New World Trailer,https://gizmodo.com/captain-america-brave-new-world-trailer-13-cool-things-2000469843,2024-07-12T17:00:35Z
"RIP Redbox, a Bad Idea at the Worst Time",https://www.wired.com/story/rip-redbox-a-bad-idea-at-the-worst-time/,2024-07-12T11:00:00Z
Google DeepMind's Chatbot-Powered Robot Is Part of a Bigger Revolution,https://www.wired.com/story/google-deepmind-ai-robot/,2024-07-11T21:37:37Z
"Why Cobra Kai Season 6 Was Split Into 3 Parts, and More Non-Spoiler Teases",https://gizmodo.com/obra-kai-season-6-split-interview-netflix-mr-miyagi-2000377924,2024-07-10T15:30:20Z
Shawn Levy’s Star Wars Movie Might Have Found Its Writer,https://gizmodo.com/shawn-levy-star-wars-movie-writer-2000378208,2024-07-10T13:00:02Z
Should I stay or should I go? The dilemma for young Nigerians,https://www.bbc.com/news/articles/cz7el6p8p9xo,2024-07-11T01:12:14Z
It Sounds Like Destiny 2 Is Finally Leaving Our Solar System Next Year,https://kotaku.com/destiny-2-year-11-new-world-frontiers-1851570524,2024-07-01T17:40:00Z
The 15 best places to live in the South,https://www.businessinsider.com/best-cities-to-live-in-the-south-united-states-2024-7,2024-07-16T20:41:31Z
My wife and I sold our home in Texas and started traveling the world with our 4-year-old to find a new place to live. We've been to 29 countries so far.,https://www.businessinsider.com/family-sold-texas-home-traveling-abroad-to-find-new-home-2024-7,2024-07-11T18:24:38Z
"There’s a new Civilization mobile game out, but the snag is you have to live in China to play it",https://readwrite.com/theres-a-new-civilization-mobile-game-out-but-the-snag-is-you-have-to-live-in-china-to-play-it/,2024-06-23T13:00:00Z
Government expected to announce shoplifting crackdown,https://www.bbc.com/news/articles/c4ngk8yp3v4o,2024-07-16T16:19:56Z
Free Elon!,https://www.businessinsider.com/elon-musk-twitter-blue-checks-fine-europe-very-dumb-2024-7,2024-07-12T13:52:19Z
How the CD-ROM Lost the Multimedia Dream to the Internet,https://hackaday.com/2024/06/24/how-the-cd-rom-lost-the-multimedia-dream-to-the-internet/,2024-06-25T02:00:03Z
How the Bell System Was Built,https://hackaday.com/2024/07/15/how-the-bell-system-was-built/,2024-07-15T20:00:36Z
"My son and I spend half the year in France. His biggest culture shocks are the Coca-Cola, the gas stations, and the tiny roads.",https://www.businessinsider.com/american-kid-noticed-differences-between-france-us-2024-7,2024-07-16T09:02:02Z
Is the Motorola Razr 2024 waterproof?,https://www.androidcentral.com/phones/is-the-motorola-razr-2024-waterproof,2024-07-03T14:48:30Z
Changing climate will make home feel like somewhere else,https://www.sciencedaily.com/releases/2024/06/240620152332.htm,2024-06-20T19:23:32Z
Forget the Steam Summer Sale — The best PC game deals are somewhere else,https://www.windowscentral.com/gaming/forget-the-steam-summer-sale-the-best-pc-game-deals-are-somewhere-else,2024-06-27T22:47:58Z
Mum who ended life of terminally ill son dies,https://www.bbc.com/news/articles/cnd0yk0ex8no,2024-07-08T05:00:05Z
This July 4th Deal Knocks a Lifetime Subscription to OneAir Elite Down to Just $70,https://www.cnet.com/deals/july-4th-deal-knocks-lifetime-subscription-oneair-elite-just-70/,2024-07-03T13:34:04Z
Why this humanitarian leader carries the key to the home she abandoned in Sudan,https://www.npr.org/sections/goats-and-soda/2024/06/27/g-s1-6697/sudan-humanitarian-crisis-khartoum-international-rescue-committee,2024-06-27T19:21:01Z
